model,scenario,mean_pct_reduction,std_pct_reduction,min_pct_reduction,max_pct_reduction,seed42_pct_reduction
balanced,high_incentive,2.404215807057565,1.099511006602948,0.8683068017366136,4.26098535286285,1.6216216216216217
balanced,low_incentive,30.49742157790845,5.326732095035828,21.604139715394567,37.980241492864984,30.853658536585368
balanced,medium_incentive,9.83825075676976,4.725399968248683,3.7773359840954273,18.271119842829076,5.384615384615385
baseline,high_incentive,14.803114338705917,3.5071204059382963,9.625,20.40358744394619,12.91866028708134
baseline,low_incentive,60.630719472494896,2.7016854230868614,56.44444444444444,66.83971447112265,60.564349621472815
baseline,medium_incentive,38.691213780383684,4.110273666250351,32.394366197183096,48.08877928483354,35.12450851900393
